id	compartment	fillcolor	shape	style	type	label
ficytc_c[c]	c	#ffd8bf	ellipse	filled	cpd	ficytc_c[c]
fmnRD_c[c]	c	#ffd8bf	ellipse	filled	cpd	fmnRD_c[c]
fmn_c[c]	c	#ffd8bf	ellipse	filled	cpd	fmn_c[c]
fmn_e[e]	e	#ffd8bf	ellipse	filled	cpd	fmn_e[e]
fmn_e[e]	e	#ffd8bf	ellipse	filled	cpd	fmn_e[e]
fmn_p[p]	p	#ffd8bf	ellipse	filled	cpd	fmn_p[p]
fmnh2_c[c]	c	#ffd8bf	ellipse	filled	cpd	fmnh2_c[c]
focytc_c[c]	c	#ffd8bf	ellipse	filled	cpd	focytc_c[c]
for_c[c]	c	#ffd8bf	ellipse	filled	cpd	for_c[c]
for_e[e]	e	#ffd8bf	ellipse	filled	cpd	for_e[e]
for_e[e]	e	#ffd8bf	ellipse	filled	cpd	for_e[e]
for_p[p]	p	#ffd8bf	ellipse	filled	cpd	for_p[p]
forcoa_c[c]	c	#ffd8bf	ellipse	filled	cpd	forcoa_c[c]
fpram_c[c]	c	#ffd8bf	ellipse	filled	cpd	fpram_c[c]
fprica_c[c]	c	#ffd8bf	ellipse	filled	cpd	fprica_c[c]
frdp_c[c]	c	#ffd8bf	ellipse	filled	cpd	frdp_c[c]
frmd_c[c]	c	#ffd8bf	ellipse	filled	cpd	frmd_c[c]
frmd_e[e]	e	#ffd8bf	ellipse	filled	cpd	frmd_e[e]
frmd_e[e]	e	#ffd8bf	ellipse	filled	cpd	frmd_e[e]
frmd_p[p]	p	#ffd8bf	ellipse	filled	cpd	frmd_p[p]
fru_c[c]	c	#ffd8bf	ellipse	filled	cpd	fru_c[c]
fru_e[e]	e	#ffd8bf	ellipse	filled	cpd	fru_e[e]
fru_e[e]	e	#ffd8bf	ellipse	filled	cpd	fru_e[e]
fru_p[p]	p	#ffd8bf	ellipse	filled	cpd	fru_p[p]
frulys_c[c]	c	#ffd8bf	ellipse	filled	cpd	frulys_c[c]
frulys_e[e]	e	#ffd8bf	ellipse	filled	cpd	frulys_e[e]
frulys_e[e]	e	#ffd8bf	ellipse	filled	cpd	frulys_e[e]
frulys_p[p]	p	#ffd8bf	ellipse	filled	cpd	frulys_p[p]
frulysp_c[c]	c	#ffd8bf	ellipse	filled	cpd	frulysp_c[c]
fruur_c[c]	c	#ffd8bf	ellipse	filled	cpd	fruur_c[c]
fruur_e[e]	e	#ffd8bf	ellipse	filled	cpd	fruur_e[e]
fruur_e[e]	e	#ffd8bf	ellipse	filled	cpd	fruur_e[e]
fruur_p[p]	p	#ffd8bf	ellipse	filled	cpd	fruur_p[p]
fuc__L_c[c]	c	#ffd8bf	ellipse	filled	cpd	fuc__L_c[c]
fuc__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	fuc__L_e[e]
fuc__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	fuc__L_e[e]
fuc__L_p[p]	p	#ffd8bf	ellipse	filled	cpd	fuc__L_p[p]
fum_c[c]	c	#ffd8bf	ellipse	filled	cpd	fum_c[c]
fum_e[e]	e	#ffd8bf	ellipse	filled	cpd	fum_e[e]
fum_e[e]	e	#ffd8bf	ellipse	filled	cpd	fum_e[e]
fum_p[p]	p	#ffd8bf	ellipse	filled	cpd	fum_p[p]
fusa_e[e]	e	#ffd8bf	ellipse	filled	cpd	fusa_e[e]
fusa_p[p]	p	#ffd8bf	ellipse	filled	cpd	fusa_p[p]
g1p_B_c[c]	c	#ffd8bf	ellipse	filled	cpd	g1p_B_c[c]
g1p_c[c]	c	#ffd8bf	ellipse	filled	cpd	g1p_c[c]
g1p_e[e]	e	#ffd8bf	ellipse	filled	cpd	g1p_e[e]
g1p_e[e]	e	#ffd8bf	ellipse	filled	cpd	g1p_e[e]
g1p_p[p]	p	#ffd8bf	ellipse	filled	cpd	g1p_p[p]
g3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	g3p_c[c]
g3pc_c[c]	c	#ffd8bf	ellipse	filled	cpd	g3pc_c[c]
g3pc_e[e]	e	#ffd8bf	ellipse	filled	cpd	g3pc_e[e]
g3pc_e[e]	e	#ffd8bf	ellipse	filled	cpd	g3pc_e[e]
g3pc_p[p]	p	#ffd8bf	ellipse	filled	cpd	g3pc_p[p]
g3pe_c[c]	c	#ffd8bf	ellipse	filled	cpd	g3pe_c[c]
g3pe_e[e]	e	#ffd8bf	ellipse	filled	cpd	g3pe_e[e]
g3pe_e[e]	e	#ffd8bf	ellipse	filled	cpd	g3pe_e[e]
g3pe_p[p]	p	#ffd8bf	ellipse	filled	cpd	g3pe_p[p]
g3pg_c[c]	c	#ffd8bf	ellipse	filled	cpd	g3pg_c[c]
g3pg_e[e]	e	#ffd8bf	ellipse	filled	cpd	g3pg_e[e]
g3pg_e[e]	e	#ffd8bf	ellipse	filled	cpd	g3pg_e[e]
g3pg_p[p]	p	#ffd8bf	ellipse	filled	cpd	g3pg_p[p]
g3pi_c[c]	c	#ffd8bf	ellipse	filled	cpd	g3pi_c[c]
g3pi_e[e]	e	#ffd8bf	ellipse	filled	cpd	g3pi_e[e]
g3pi_e[e]	e	#ffd8bf	ellipse	filled	cpd	g3pi_e[e]
g3pi_p[p]	p	#ffd8bf	ellipse	filled	cpd	g3pi_p[p]
g3ps_c[c]	c	#ffd8bf	ellipse	filled	cpd	g3ps_c[c]
g3ps_e[e]	e	#ffd8bf	ellipse	filled	cpd	g3ps_e[e]
g3ps_e[e]	e	#ffd8bf	ellipse	filled	cpd	g3ps_e[e]
g3ps_p[p]	p	#ffd8bf	ellipse	filled	cpd	g3ps_p[p]
g6p_A_c[c]	c	#ffd8bf	ellipse	filled	cpd	g6p_A_c[c]
g6p_c[c]	c	#ffd8bf	ellipse	filled	cpd	g6p_c[c]
g6p_e[e]	e	#ffd8bf	ellipse	filled	cpd	g6p_e[e]
g6p_e[e]	e	#ffd8bf	ellipse	filled	cpd	g6p_e[e]
g6p_p[p]	p	#ffd8bf	ellipse	filled	cpd	g6p_p[p]
gal1p_c[c]	c	#ffd8bf	ellipse	filled	cpd	gal1p_c[c]
gal1p_e[e]	e	#ffd8bf	ellipse	filled	cpd	gal1p_e[e]
gal1p_e[e]	e	#ffd8bf	ellipse	filled	cpd	gal1p_e[e]
gal1p_p[p]	p	#ffd8bf	ellipse	filled	cpd	gal1p_p[p]
gal_bD_e[e]	e	#ffd8bf	ellipse	filled	cpd	gal_bD_e[e]
gal_bD_e[e]	e	#ffd8bf	ellipse	filled	cpd	gal_bD_e[e]
gal_bD_p[p]	p	#ffd8bf	ellipse	filled	cpd	gal_bD_p[p]
gal_c[c]	c	#ffd8bf	ellipse	filled	cpd	gal_c[c]
gal_e[e]	e	#ffd8bf	ellipse	filled	cpd	gal_e[e]
gal_e[e]	e	#ffd8bf	ellipse	filled	cpd	gal_e[e]
gal_p[p]	p	#ffd8bf	ellipse	filled	cpd	gal_p[p]
galam6p_c[c]	c	#ffd8bf	ellipse	filled	cpd	galam6p_c[c]
galam_e[e]	e	#ffd8bf	ellipse	filled	cpd	galam_e[e]
galam_e[e]	e	#ffd8bf	ellipse	filled	cpd	galam_e[e]
galam_p[p]	p	#ffd8bf	ellipse	filled	cpd	galam_p[p]
galct__D_c[c]	c	#ffd8bf	ellipse	filled	cpd	galct__D_c[c]
galct__D_e[e]	e	#ffd8bf	ellipse	filled	cpd	galct__D_e[e]
galct__D_e[e]	e	#ffd8bf	ellipse	filled	cpd	galct__D_e[e]
galct__D_p[p]	p	#ffd8bf	ellipse	filled	cpd	galct__D_p[p]
galctn__D_c[c]	c	#ffd8bf	ellipse	filled	cpd	galctn__D_c[c]
galctn__D_e[e]	e	#ffd8bf	ellipse	filled	cpd	galctn__D_e[e]
galctn__D_e[e]	e	#ffd8bf	ellipse	filled	cpd	galctn__D_e[e]
galctn__D_p[p]	p	#ffd8bf	ellipse	filled	cpd	galctn__D_p[p]
galctn__L_c[c]	c	#ffd8bf	ellipse	filled	cpd	galctn__L_c[c]
galctn__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	galctn__L_e[e]
galctn__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	galctn__L_e[e]
galctn__L_p[p]	p	#ffd8bf	ellipse	filled	cpd	galctn__L_p[p]
galt1p_c[c]	c	#ffd8bf	ellipse	filled	cpd	galt1p_c[c]
galt_e[e]	e	#ffd8bf	ellipse	filled	cpd	galt_e[e]
galt_e[e]	e	#ffd8bf	ellipse	filled	cpd	galt_e[e]
galt_p[p]	p	#ffd8bf	ellipse	filled	cpd	galt_p[p]
galur_c[c]	c	#ffd8bf	ellipse	filled	cpd	galur_c[c]
galur_e[e]	e	#ffd8bf	ellipse	filled	cpd	galur_e[e]
galur_e[e]	e	#ffd8bf	ellipse	filled	cpd	galur_e[e]
galur_p[p]	p	#ffd8bf	ellipse	filled	cpd	galur_p[p]
gam1p_c[c]	c	#ffd8bf	ellipse	filled	cpd	gam1p_c[c]
gam6p_c[c]	c	#ffd8bf	ellipse	filled	cpd	gam6p_c[c]
gam6p_e[e]	e	#ffd8bf	ellipse	filled	cpd	gam6p_e[e]
gam6p_e[e]	e	#ffd8bf	ellipse	filled	cpd	gam6p_e[e]
gam6p_p[p]	p	#ffd8bf	ellipse	filled	cpd	gam6p_p[p]
gam_e[e]	e	#ffd8bf	ellipse	filled	cpd	gam_e[e]
gam_e[e]	e	#ffd8bf	ellipse	filled	cpd	gam_e[e]
gam_p[p]	p	#ffd8bf	ellipse	filled	cpd	gam_p[p]
gar_c[c]	c	#ffd8bf	ellipse	filled	cpd	gar_c[c]
gbbtn_c[c]	c	#ffd8bf	ellipse	filled	cpd	gbbtn_c[c]
gbbtn_e[e]	e	#ffd8bf	ellipse	filled	cpd	gbbtn_e[e]
gbbtn_p[p]	p	#ffd8bf	ellipse	filled	cpd	gbbtn_p[p]
gcald_c[c]	c	#ffd8bf	ellipse	filled	cpd	gcald_c[c]
gcvHL_ADPr_c[c]	c	#ffd8bf	ellipse	filled	cpd	gcvHL_ADPr_c[c]
gcvHL_nhLA_c[c]	c	#ffd8bf	ellipse	filled	cpd	gcvHL_nhLA_c[c]
gdp_c[c]	c	#ffd8bf	ellipse	filled	cpd	gdp_c[c]
gdp_e[e]	e	#ffd8bf	ellipse	filled	cpd	gdp_e[e]
gdp_e[e]	e	#ffd8bf	ellipse	filled	cpd	gdp_e[e]
gdp_p[p]	p	#ffd8bf	ellipse	filled	cpd	gdp_p[p]
gdpmann_c[c]	c	#ffd8bf	ellipse	filled	cpd	gdpmann_c[c]
gdptp_c[c]	c	#ffd8bf	ellipse	filled	cpd	gdptp_c[c]
gg4abut_c[c]	c	#ffd8bf	ellipse	filled	cpd	gg4abut_c[c]
ggbutal_c[c]	c	#ffd8bf	ellipse	filled	cpd	ggbutal_c[c]
ggptrc_c[c]	c	#ffd8bf	ellipse	filled	cpd	ggptrc_c[c]
glc__D_c[c]	c	#ffd8bf	ellipse	filled	cpd	glc__D_c[c]
glc__D_e[e]	e	#ffd8bf	ellipse	filled	cpd	glc__D_e[e]
glc__D_e[e]	e	#ffd8bf	ellipse	filled	cpd	glc__D_e[e]
glc__D_p[p]	p	#ffd8bf	ellipse	filled	cpd	glc__D_p[p]
glc__aD_c[c]	c	#ffd8bf	ellipse	filled	cpd	glc__aD_c[c]
glc__aD_e[e]	e	#ffd8bf	ellipse	filled	cpd	glc__aD_e[e]
glc__aD_e[e]	e	#ffd8bf	ellipse	filled	cpd	glc__aD_e[e]
glc__bD_c[c]	c	#ffd8bf	ellipse	filled	cpd	glc__bD_c[c]
glcn_c[c]	c	#ffd8bf	ellipse	filled	cpd	glcn_c[c]
glcn_e[e]	e	#ffd8bf	ellipse	filled	cpd	glcn_e[e]
glcn_e[e]	e	#ffd8bf	ellipse	filled	cpd	glcn_e[e]
glcn_p[p]	p	#ffd8bf	ellipse	filled	cpd	glcn_p[p]
glcr_c[c]	c	#ffd8bf	ellipse	filled	cpd	glcr_c[c]
glcr_e[e]	e	#ffd8bf	ellipse	filled	cpd	glcr_e[e]
glcr_e[e]	e	#ffd8bf	ellipse	filled	cpd	glcr_e[e]
glcr_p[p]	p	#ffd8bf	ellipse	filled	cpd	glcr_p[p]
glcur1p_e[e]	e	#ffd8bf	ellipse	filled	cpd	glcur1p_e[e]
glcur1p_e[e]	e	#ffd8bf	ellipse	filled	cpd	glcur1p_e[e]
glcur1p_p[p]	p	#ffd8bf	ellipse	filled	cpd	glcur1p_p[p]
glcur_c[c]	c	#ffd8bf	ellipse	filled	cpd	glcur_c[c]
glcur_e[e]	e	#ffd8bf	ellipse	filled	cpd	glcur_e[e]
glcur_e[e]	e	#ffd8bf	ellipse	filled	cpd	glcur_e[e]
glcur_p[p]	p	#ffd8bf	ellipse	filled	cpd	glcur_p[p]
gln__L_c[c]	c	#ffd8bf	ellipse	filled	cpd_biomass_substrate	gln__L_c[c]
gln__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	gln__L_e[e]
gln__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	gln__L_e[e]
gln__L_p[p]	p	#ffd8bf	ellipse	filled	cpd	gln__L_p[p]
glu1sa_c[c]	c	#ffd8bf	ellipse	filled	cpd	glu1sa_c[c]
glu5p_c[c]	c	#ffd8bf	ellipse	filled	cpd	glu5p_c[c]
glu5sa_c[c]	c	#ffd8bf	ellipse	filled	cpd	glu5sa_c[c]
glu__D_c[c]	c	#ffd8bf	ellipse	filled	cpd	glu__D_c[c]
glu__L_c[c]	c	#ffd8bf	ellipse	filled	cpd_biomass_substrate	glu__L_c[c]
glu__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	glu__L_e[e]
glu__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	glu__L_e[e]
glu__L_p[p]	p	#ffd8bf	ellipse	filled	cpd	glu__L_p[p]
glucys_c[c]	c	#ffd8bf	ellipse	filled	cpd	glucys_c[c]
glutar_c[c]	c	#ffd8bf	ellipse	filled	cpd	glutar_c[c]
glutcoa_c[c]	c	#ffd8bf	ellipse	filled	cpd	glutcoa_c[c]
glutrna_c[c]	c	#ffd8bf	ellipse	filled	cpd	glutrna_c[c]
glx_c[c]	c	#ffd8bf	ellipse	filled	cpd	glx_c[c]
gly_c[c]	c	#ffd8bf	ellipse	filled	cpd_biomass_substrate	gly_c[c]
gly_e[e]	e	#ffd8bf	ellipse	filled	cpd	gly_e[e]
gly_e[e]	e	#ffd8bf	ellipse	filled	cpd	gly_e[e]
gly_p[p]	p	#ffd8bf	ellipse	filled	cpd	gly_p[p]
glyald_c[c]	c	#ffd8bf	ellipse	filled	cpd	glyald_c[c]
glyald_e[e]	e	#ffd8bf	ellipse	filled	cpd	glyald_e[e]
glyald_e[e]	e	#ffd8bf	ellipse	filled	cpd	glyald_e[e]
glyald_p[p]	p	#ffd8bf	ellipse	filled	cpd	glyald_p[p]
glyb_c[c]	c	#ffd8bf	ellipse	filled	cpd	glyb_c[c]
glyb_e[e]	e	#ffd8bf	ellipse	filled	cpd	glyb_e[e]
glyb_e[e]	e	#ffd8bf	ellipse	filled	cpd	glyb_e[e]
glyb_p[p]	p	#ffd8bf	ellipse	filled	cpd	glyb_p[p]
glybcoa_c[c]	c	#ffd8bf	ellipse	filled	cpd	glybcoa_c[c]
glyc2p_c[c]	c	#ffd8bf	ellipse	filled	cpd	glyc2p_c[c]
glyc2p_e[e]	e	#ffd8bf	ellipse	filled	cpd	glyc2p_e[e]
glyc2p_e[e]	e	#ffd8bf	ellipse	filled	cpd	glyc2p_e[e]
glyc2p_p[p]	p	#ffd8bf	ellipse	filled	cpd	glyc2p_p[p]
glyc3p_c[c]	c	#ffd8bf	ellipse	filled	cpd	glyc3p_c[c]
glyc3p_e[e]	e	#ffd8bf	ellipse	filled	cpd	glyc3p_e[e]
glyc3p_e[e]	e	#ffd8bf	ellipse	filled	cpd	glyc3p_e[e]
glyc3p_p[p]	p	#ffd8bf	ellipse	filled	cpd	glyc3p_p[p]
glyc__R_c[c]	c	#ffd8bf	ellipse	filled	cpd	glyc__R_c[c]
glyc__R_e[e]	e	#ffd8bf	ellipse	filled	cpd	glyc__R_e[e]
glyc__R_e[e]	e	#ffd8bf	ellipse	filled	cpd	glyc__R_e[e]
glyc__R_p[p]	p	#ffd8bf	ellipse	filled	cpd	glyc__R_p[p]
glyc_c[c]	c	#ffd8bf	ellipse	filled	cpd	glyc_c[c]
glyc_e[e]	e	#ffd8bf	ellipse	filled	cpd	glyc_e[e]
glyc_e[e]	e	#ffd8bf	ellipse	filled	cpd	glyc_e[e]
glyc_p[p]	p	#ffd8bf	ellipse	filled	cpd	glyc_p[p]
glyclt_c[c]	c	#ffd8bf	ellipse	filled	cpd	glyclt_c[c]
glyclt_e[e]	e	#ffd8bf	ellipse	filled	cpd	glyclt_e[e]
glyclt_e[e]	e	#ffd8bf	ellipse	filled	cpd	glyclt_e[e]
glyclt_p[p]	p	#ffd8bf	ellipse	filled	cpd	glyclt_p[p]
glycogen_c[c]	c	#ffd8bf	ellipse	filled	cpd	glycogen_c[c]
gmp_c[c]	c	#ffd8bf	ellipse	filled	cpd	gmp_c[c]
gmp_e[e]	e	#ffd8bf	ellipse	filled	cpd	gmp_e[e]
gmp_e[e]	e	#ffd8bf	ellipse	filled	cpd	gmp_e[e]
gmp_p[p]	p	#ffd8bf	ellipse	filled	cpd	gmp_p[p]
grdp_c[c]	c	#ffd8bf	ellipse	filled	cpd	grdp_c[c]
grxox_c[c]	c	#ffd8bf	ellipse	filled	cpd	grxox_c[c]
grxrd_c[c]	c	#ffd8bf	ellipse	filled	cpd	grxrd_c[c]
gsn_c[c]	c	#ffd8bf	ellipse	filled	cpd	gsn_c[c]
gsn_e[e]	e	#ffd8bf	ellipse	filled	cpd	gsn_e[e]
gsn_e[e]	e	#ffd8bf	ellipse	filled	cpd	gsn_e[e]
gsn_p[p]	p	#ffd8bf	ellipse	filled	cpd	gsn_p[p]
gthox_c[c]	c	#ffd8bf	ellipse	filled	cpd	gthox_c[c]
gthrd_c[c]	c	#ffd8bf	ellipse	filled	cpd	gthrd_c[c]
gthrd_e[e]	e	#ffd8bf	ellipse	filled	cpd	gthrd_e[e]
gthrd_e[e]	e	#ffd8bf	ellipse	filled	cpd	gthrd_e[e]
gthrd_p[p]	p	#ffd8bf	ellipse	filled	cpd	gthrd_p[p]
gtp_c[c]	c	#ffd8bf	ellipse	filled	cpd_biomass_substrate	gtp_c[c]
gtp_e[e]	e	#ffd8bf	ellipse	filled	cpd	gtp_e[e]
gtp_e[e]	e	#ffd8bf	ellipse	filled	cpd	gtp_e[e]
gtp_p[p]	p	#ffd8bf	ellipse	filled	cpd	gtp_p[p]
gtspmd_c[c]	c	#ffd8bf	ellipse	filled	cpd	gtspmd_c[c]
gua_c[c]	c	#ffd8bf	ellipse	filled	cpd	gua_c[c]
gua_e[e]	e	#ffd8bf	ellipse	filled	cpd	gua_e[e]
gua_e[e]	e	#ffd8bf	ellipse	filled	cpd	gua_e[e]
gua_p[p]	p	#ffd8bf	ellipse	filled	cpd	gua_p[p]
h2mb4p_c[c]	c	#ffd8bf	ellipse	filled	cpd	h2mb4p_c[c]
hco3_c[c]	c	#ffd8bf	ellipse	filled	cpd	hco3_c[c]
hcys__L_c[c]	c	#ffd8bf	ellipse	filled	cpd	hcys__L_c[c]
hdca_c[c]	c	#ffd8bf	ellipse	filled	cpd	hdca_c[c]
hdca_e[e]	e	#ffd8bf	ellipse	filled	cpd	hdca_e[e]
hdca_e[e]	e	#ffd8bf	ellipse	filled	cpd	hdca_e[e]
hdca_p[p]	p	#ffd8bf	ellipse	filled	cpd	hdca_p[p]
hdcap_c[c]	c	#ffd8bf	ellipse	filled	cpd	hdcap_c[c]
hdcea_c[c]	c	#ffd8bf	ellipse	filled	cpd	hdcea_c[c]
hdcea_e[e]	e	#ffd8bf	ellipse	filled	cpd	hdcea_e[e]
hdcea_e[e]	e	#ffd8bf	ellipse	filled	cpd	hdcea_e[e]
hdcea_p[p]	p	#ffd8bf	ellipse	filled	cpd	hdcea_p[p]
hdcoa_c[c]	c	#ffd8bf	ellipse	filled	cpd	hdcoa_c[c]
hdd2coa_c[c]	c	#ffd8bf	ellipse	filled	cpd	hdd2coa_c[c]
hethmpp_c[c]	c	#ffd8bf	ellipse	filled	cpd	hethmpp_c[c]
his__L_c[c]	c	#ffd8bf	ellipse	filled	cpd_biomass_substrate	his__L_c[c]
his__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	his__L_e[e]
his__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	his__L_e[e]
his__L_p[p]	p	#ffd8bf	ellipse	filled	cpd	his__L_p[p]
hisp_c[c]	c	#ffd8bf	ellipse	filled	cpd	hisp_c[c]
histd_c[c]	c	#ffd8bf	ellipse	filled	cpd	histd_c[c]
hkndd_c[c]	c	#ffd8bf	ellipse	filled	cpd	hkndd_c[c]
hkntd_c[c]	c	#ffd8bf	ellipse	filled	cpd	hkntd_c[c]
hmbil_c[c]	c	#ffd8bf	ellipse	filled	cpd	hmbil_c[c]
hmgth_c[c]	c	#ffd8bf	ellipse	filled	cpd	hmgth_c[c]
hom__L_c[c]	c	#ffd8bf	ellipse	filled	cpd	hom__L_c[c]
hom__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	hom__L_e[e]
hom__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	hom__L_e[e]
hom__L_p[p]	p	#ffd8bf	ellipse	filled	cpd	hom__L_p[p]
hpyr_c[c]	c	#ffd8bf	ellipse	filled	cpd	hpyr_c[c]
hqn_c[c]	c	#ffd8bf	ellipse	filled	cpd	hqn_c[c]
hqn_e[e]	e	#ffd8bf	ellipse	filled	cpd	hqn_e[e]
hqn_e[e]	e	#ffd8bf	ellipse	filled	cpd	hqn_e[e]
hx2coa_c[c]	c	#ffd8bf	ellipse	filled	cpd	hx2coa_c[c]
hxa_c[c]	c	#ffd8bf	ellipse	filled	cpd	hxa_c[c]
hxa_e[e]	e	#ffd8bf	ellipse	filled	cpd	hxa_e[e]
hxa_e[e]	e	#ffd8bf	ellipse	filled	cpd	hxa_e[e]
hxa_p[p]	p	#ffd8bf	ellipse	filled	cpd	hxa_p[p]
hxan_c[c]	c	#ffd8bf	ellipse	filled	cpd	hxan_c[c]
hxan_e[e]	e	#ffd8bf	ellipse	filled	cpd	hxan_e[e]
hxan_e[e]	e	#ffd8bf	ellipse	filled	cpd	hxan_e[e]
hxan_p[p]	p	#ffd8bf	ellipse	filled	cpd	hxan_p[p]
hxcoa_c[c]	c	#ffd8bf	ellipse	filled	cpd	hxcoa_c[c]
iasp_c[c]	c	#ffd8bf	ellipse	filled	cpd	iasp_c[c]
ichor_c[c]	c	#ffd8bf	ellipse	filled	cpd	ichor_c[c]
icit_c[c]	c	#ffd8bf	ellipse	filled	cpd	icit_c[c]
icit_e[e]	e	#ffd8bf	ellipse	filled	cpd	icit_e[e]
icit_e[e]	e	#ffd8bf	ellipse	filled	cpd	icit_e[e]
icit_p[p]	p	#ffd8bf	ellipse	filled	cpd	icit_p[p]
idon__L_c[c]	c	#ffd8bf	ellipse	filled	cpd	idon__L_c[c]
idon__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	idon__L_e[e]
idon__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	idon__L_e[e]
idon__L_p[p]	p	#ffd8bf	ellipse	filled	cpd	idon__L_p[p]
idp_c[c]	c	#ffd8bf	ellipse	filled	cpd	idp_c[c]
ile__L_c[c]	c	#ffd8bf	ellipse	filled	cpd_biomass_substrate	ile__L_c[c]
ile__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	ile__L_e[e]
ile__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	ile__L_e[e]
ile__L_p[p]	p	#ffd8bf	ellipse	filled	cpd	ile__L_p[p]
ilvg_1	c	#c9fccd	box	filled	rxn	ilvg
ilvg_2	c	#c9fccd	box	filled	rxn	ilvg
imacp_c[c]	c	#ffd8bf	ellipse	filled	cpd	imacp_c[c]
imp_c[c]	c	#ffd8bf	ellipse	filled	cpd	imp_c[c]
imp_e[e]	e	#ffd8bf	ellipse	filled	cpd	imp_e[e]
imp_e[e]	e	#ffd8bf	ellipse	filled	cpd	imp_e[e]
imp_p[p]	p	#ffd8bf	ellipse	filled	cpd	imp_p[p]
indole_c[c]	c	#ffd8bf	ellipse	filled	cpd	indole_c[c]
indole_e[e]	e	#ffd8bf	ellipse	filled	cpd	indole_e[e]
indole_e[e]	e	#ffd8bf	ellipse	filled	cpd	indole_e[e]
indole_p[p]	p	#ffd8bf	ellipse	filled	cpd	indole_p[p]
indpyr_c[c]	c	#ffd8bf	ellipse	filled	cpd	indpyr_c[c]
inost_c[c]	c	#ffd8bf	ellipse	filled	cpd	inost_c[c]
inost_e[e]	e	#ffd8bf	ellipse	filled	cpd	inost_e[e]
inost_e[e]	e	#ffd8bf	ellipse	filled	cpd	inost_e[e]
inost_p[p]	p	#ffd8bf	ellipse	filled	cpd	inost_p[p]
ins_c[c]	c	#ffd8bf	ellipse	filled	cpd	ins_c[c]
ins_e[e]	e	#ffd8bf	ellipse	filled	cpd	ins_e[e]
ins_e[e]	e	#ffd8bf	ellipse	filled	cpd	ins_e[e]
ins_p[p]	p	#ffd8bf	ellipse	filled	cpd	ins_p[p]
ipdp_c[c]	c	#ffd8bf	ellipse	filled	cpd	ipdp_c[c]
isetac_c[c]	c	#ffd8bf	ellipse	filled	cpd	isetac_c[c]
isetac_e[e]	e	#ffd8bf	ellipse	filled	cpd	isetac_e[e]
isetac_e[e]	e	#ffd8bf	ellipse	filled	cpd	isetac_e[e]
isetac_p[p]	p	#ffd8bf	ellipse	filled	cpd	isetac_p[p]
istfrnB_e[e]	e	#ffd8bf	ellipse	filled	cpd	istfrnB_e[e]
istfrnB_e[e]	e	#ffd8bf	ellipse	filled	cpd	istfrnB_e[e]
itp_c[c]	c	#ffd8bf	ellipse	filled	cpd	itp_c[c]
ivcoa_c[c]	c	#ffd8bf	ellipse	filled	cpd	ivcoa_c[c]
kdo2lipid4_c[c]	c	#ffd8bf	ellipse	filled	cpd	kdo2lipid4_c[c]
kdo2lipid4_p[p]	p	#ffd8bf	ellipse	filled	cpd_biomass_substrate	kdo2lipid4_p[p]
kdo8p_c[c]	c	#ffd8bf	ellipse	filled	cpd	kdo8p_c[c]
kdo_c[c]	c	#ffd8bf	ellipse	filled	cpd	kdo_c[c]
kdolipid4_c[c]	c	#ffd8bf	ellipse	filled	cpd	kdolipid4_c[c]
lac__D_c[c]	c	#ffd8bf	ellipse	filled	cpd	lac__D_c[c]
lac__D_e[e]	e	#ffd8bf	ellipse	filled	cpd	lac__D_e[e]
lac__D_e[e]	e	#ffd8bf	ellipse	filled	cpd	lac__D_e[e]
lac__D_p[p]	p	#ffd8bf	ellipse	filled	cpd	lac__D_p[p]
lac__L_c[c]	c	#ffd8bf	ellipse	filled	cpd	lac__L_c[c]
lac__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	lac__L_e[e]
lac__L_e[e]	e	#ffd8bf	ellipse	filled	cpd	lac__L_e[e]
lac__L_p[p]	p	#ffd8bf	ellipse	filled	cpd	lac__L_p[p]
lald__D_c[c]	c	#ffd8bf	ellipse	filled	cpd	lald__D_c[c]
lald__L_c[c]	c	#ffd8bf	ellipse	filled	cpd	lald__L_c[c]
lcts_c[c]	c	#ffd8bf	ellipse	filled	cpd	lcts_c[c]
lcts_e[e]	e	#ffd8bf	ellipse	filled	cpd	lcts_e[e]
lcts_e[e]	e	#ffd8bf	ellipse	filled	cpd	lcts_e[e]
lcts_p[p]	p	#ffd8bf	ellipse	filled	cpd	lcts_p[p]
leu__L_c[c]	c	#ffd8bf	ellipse	filled	cpd_biomass_substrate	leu__L_c[c]
